AUDIT_YEAR,org_level,org_code,org_name,category,breakdown,numerator,denominator,percentage
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,15,80,18.75
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,20,90,22.22222222
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,45,210,21.42857143
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,45,160,28.125
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,20,75,26.66666667
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,10,15,66.66666667
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,unknown,0,5,0
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,40,105,38.0952381
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,5,20,25
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,25,80,31.25
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,40,205,19.51219512
2020_21,CCG/LHB,00P,NHS Sunderland CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,70,260,26.92307692
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,10-14 years,50,555,9.009009009
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,1-4 years,25,555,4.504504505
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,15-19 years,50,555,9.009009009
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,20-29 years,110,555,19.81981982
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,30-39 years,55,555,9.90990991
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,40-49 years,30,555,5.405405405
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,50 plus years,15,555,2.702702703
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,5-9 years,50,555,9.009009009
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Ethnicity group,Asian,90,555,16.21621622
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Ethnicity group,Black,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Ethnicity group,Mixed,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,ethnicity group,Other,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,ethnicity group,unknown,15,555,2.702702703
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,ethnicity group,White,445,555,80.18018018
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Smoking status,1 - current smoker,110,555,19.81981982
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Smoking status,2 - ex-smoker,150,555,27.02702703
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Smoking status,3 - non-smoker,20,555,3.603603604
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Smoking status,4 - never smoked,270,555,48.64864865
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Smoking status,unknown,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_19_to_24,65,555,11.71171171
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_25_to_29,65,555,11.71171171
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_30_to_39,120,555,21.62162162
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_40_to_49,100,555,18.01801802
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_50_to_59,100,555,18.01801802
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_60_to_69,60,555,10.81081081
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_70_to_79,35,555,6.306306306
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Age band,Age_80_plus,15,555,2.702702703
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,Healthy weight,110,555,19.81981982
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,Obese,55,555,9.90990991
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,Overweight,135,555,24.32432432
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,Severely obese,45,555,8.108108108
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,Underweight,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,BMI group,unknown,200,555,36.03603604
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,1 - most deprived,270,555,48.64864865
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,2 - 2nd most deprived,85,555,15.31531532
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,3 - 3rd most deprived,35,555,6.306306306
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,4 - 2nd least deprived,105,555,18.91891892
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,5 - least deprived,60,555,10.81081081
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,< 1 year,170,555,30.63063063
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Deprivation,unknown,0,555,0
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Diabetes duration,unknown,0,555,0
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Glucose technology,CGM,0,555,0
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Glucose technology,CLS,5,555,0.900900901
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Glucose technology,Flash,215,555,38.73873874
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,3 - 53 < HbA1c <= 58,60,425,14.11764706
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,6 - HbA1c > 86,65,425,15.29411765
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,HbA1c value unknown,5,425,1.176470588
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,1 - HbA1c <= 48,30,425,7.058823529
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,2 - 48 < HbA1c <= 53,25,425,5.882352941
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,4 - 58 < HbA1c <= 69,135,425,31.76470588
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c achieved,5 - 69 < HbA1c <= 86,110,425,25.88235294
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c measured,HbA1c measured,430,555,77.47747748
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,insulin regimen,2. Basal bolus,425,555,76.57657658
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,insulin regimen,3. Fixed mix,55,555,9.90990991
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,insulin regimen,1. Insulin pump,75,555,13.51351351
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Service location,specialist services,175,555,31.53153153
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,Combined prevention,205,300,68.33333333
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,Blood Pressure <= 140/80,295,400,73.75
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,BP measured,410,555,73.87387387
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,All 3 TTs,65,370,17.56756757
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,BMI measured,380,555,68.46846847
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,smoking measured,465,555,83.78378378
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,albumin measured,285,555,51.35135135
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,cholesterol measured,395,555,71.17117117
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,creatinine measured,405,555,72.97297297
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,foot_exam measured,315,555,56.75675676
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,HbA1c measured,430,555,77.47747748
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,Primary prevention,155,240,64.58333333
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,Secondary prevention,50,60,83.33333333
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Care processes,All 8 CPs measured,210,555,37.83783784
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,Treatment targets,HbA1c <= 58 mmol/mol,120,425,28.23529412
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,10,40,25
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,15,50,30
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,50,205,24.3902439
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Treatment type,Basal bolus,80,325,24.61538462
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,30,95,31.57894737
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,5,30,16.66666667
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd least deprived,25,85,29.41176471
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,25,55,45.45454545
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,25,85,29.41176471
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,15,65,23.07692308
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,15,45,33.33333333
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,10,40,25
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,20,75,26.66666667
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,5,10,50
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,10,25,40
2020_21,CCG/LHB,00Q,NHS Blackburn with Darwen CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,15,50,30
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Smoking status,unknown,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,unknown,0,695,0
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Ethnicity group,Black,0,695,0
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_19_to_24,80,695,11.51079137
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_25_to_29,75,695,10.79136691
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_30_to_39,120,695,17.26618705
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_40_to_49,145,695,20.86330935
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_50_to_59,135,695,19.42446043
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_60_to_69,95,695,13.66906475
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_70_to_79,40,695,5.755395683
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Age band,Age_80_plus,10,695,1.438848921
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,Healthy weight,145,695,20.86330935
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,Obese,90,695,12.94964029
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,Overweight,160,695,23.02158273
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,Severely obese,40,695,5.755395683
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,Underweight,10,695,1.438848921
2020_21,CCG/LHB,00R,NHS Blackpool CCG,BMI group,unknown,245,695,35.25179856
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,1 - most deprived,350,695,50.35971223
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,2 - 2nd most deprived,170,695,24.46043165
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,3 - 3rd most deprived,120,695,17.26618705
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,4 - 2nd least deprived,50,695,7.194244604
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,5 - least deprived,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Deprivation,unknown,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,< 1 year,15,695,2.158273381
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,10-14 years,90,695,12.94964029
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,1-4 years,70,695,10.07194245
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,15-19 years,95,695,13.66906475
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,20-29 years,135,695,19.42446043
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,30-39 years,95,695,13.66906475
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,40-49 years,60,695,8.633093525
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,50 plus years,30,695,4.316546763
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Diabetes duration,5-9 years,105,695,15.10791367
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Ethnicity group,Asian,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Ethnicity group,Mixed,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,ethnicity group,Other,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,ethnicity group,unknown,45,695,6.474820144
2020_21,CCG/LHB,00R,NHS Blackpool CCG,ethnicity group,White,640,695,92.08633094
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Smoking status,1 - current smoker,190,695,27.3381295
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Smoking status,2 - ex-smoker,175,695,25.17985612
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Smoking status,3 - non-smoker,25,695,3.597122302
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Smoking status,4 - never smoked,300,695,43.16546763
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Glucose technology,CGM,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Glucose technology,CLS,5,695,0.71942446
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Glucose technology,Flash,145,695,20.86330935
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,3 - 53 < HbA1c <= 58,60,515,11.65048544
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,6 - HbA1c > 86,100,515,19.41747573
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,1 - HbA1c <= 48,50,515,9.708737864
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,2 - 48 < HbA1c <= 53,35,515,6.796116505
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,4 - 58 < HbA1c <= 69,125,515,24.27184466
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,5 - 69 < HbA1c <= 86,140,515,27.18446602
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c achieved,HbA1c value unknown,5,515,0.970873786
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c measured,HbA1c measured,535,695,76.97841727
2020_21,CCG/LHB,00R,NHS Blackpool CCG,insulin regimen,3. Fixed mix,55,695,7.913669065
2020_21,CCG/LHB,00R,NHS Blackpool CCG,insulin regimen,1. Insulin pump,60,695,8.633093525
2020_21,CCG/LHB,00R,NHS Blackpool CCG,insulin regimen,2. Basal bolus,575,695,82.73381295
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Service location,specialist services,15,695,2.158273381
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,All 3 TTs,95,470,20.21276596
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,Blood Pressure <= 140/80,390,510,76.47058824
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,All 8 CPs measured,215,695,30.9352518
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,Secondary prevention,55,60,91.66666667
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,foot_exam measured,395,695,56.83453237
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,HbA1c measured,535,695,76.97841727
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,BMI measured,470,695,67.62589928
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,creatinine measured,530,695,76.25899281
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,smoking measured,590,695,84.89208633
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,albumin measured,280,695,40.28776978
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,BP measured,525,695,75.53956835
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Care processes,cholesterol measured,470,695,67.62589928
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,Primary prevention,240,345,69.56521739
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,Combined prevention,295,410,71.95121951
2020_21,CCG/LHB,00R,NHS Blackpool CCG,Treatment targets,HbA1c <= 58 mmol/mol,145,515,28.15533981
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,10,40,25
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,10,25,40
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Treatment type,Basal bolus,125,430,29.06976744
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,15,50,30
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,30,95,31.57894737
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,15,50,30
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,25,90,27.77777778
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,30,115,26.08695652
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,20,70,28.57142857
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,65,255,25.49019608
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd least deprived,15,35,42.85714286
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,unknown,0,5,0
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,15,45,33.33333333
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,30,105,28.57142857
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,0,5,0
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,40,130,30.76923077
2020_21,CCG/LHB,00R,NHS Blackpool CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,0,5,0
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_19_to_24,85,985,8.629441624
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_25_to_29,80,985,8.121827411
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_30_to_39,185,985,18.78172589
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_40_to_49,205,985,20.81218274
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_50_to_59,175,985,17.76649746
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_60_to_69,140,985,14.21319797
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_70_to_79,95,985,9.644670051
2020_21,CCG/LHB,00T,NHS Bolton CCG,Age band,Age_80_plus,20,985,2.030456853
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,Healthy weight,230,985,23.35025381
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,Obese,125,985,12.69035533
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,Overweight,205,985,20.81218274
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,Severely obese,60,985,6.091370558
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,Underweight,15,985,1.52284264
2020_21,CCG/LHB,00T,NHS Bolton CCG,BMI group,unknown,350,985,35.53299492
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,1 - most deprived,435,985,44.16243655
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,2 - 2nd most deprived,175,985,17.76649746
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,3 - 3rd most deprived,160,985,16.24365482
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,4 - 2nd least deprived,100,985,10.15228426
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,5 - least deprived,115,985,11.6751269
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,< 1 year,310,985,31.47208122
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,10-14 years,85,985,8.629441624
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,1-4 years,65,985,6.598984772
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,15-19 years,105,985,10.65989848
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,20-29 years,160,985,16.24365482
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,30-39 years,90,985,9.137055838
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,40-49 years,50,985,5.076142132
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,50 plus years,25,985,2.538071066
2020_21,CCG/LHB,00T,NHS Bolton CCG,Diabetes duration,5-9 years,95,985,9.644670051
2020_21,CCG/LHB,00T,NHS Bolton CCG,Ethnicity group,Asian,105,985,10.65989848
2020_21,CCG/LHB,00T,NHS Bolton CCG,Ethnicity group,Black,20,985,2.030456853
2020_21,CCG/LHB,00T,NHS Bolton CCG,Ethnicity group,Mixed,5,985,0.507614213
2020_21,CCG/LHB,00T,NHS Bolton CCG,ethnicity group,Other,10,985,1.015228426
2020_21,CCG/LHB,00T,NHS Bolton CCG,ethnicity group,unknown,40,985,4.060913706
2020_21,CCG/LHB,00T,NHS Bolton CCG,ethnicity group,White,800,985,81.21827411
2020_21,CCG/LHB,00T,NHS Bolton CCG,Smoking status,1 - current smoker,185,985,18.78172589
2020_21,CCG/LHB,00T,NHS Bolton CCG,Smoking status,2 - ex-smoker,260,985,26.39593909
2020_21,CCG/LHB,00T,NHS Bolton CCG,Smoking status,3 - non-smoker,25,985,2.538071066
2020_21,CCG/LHB,00T,NHS Bolton CCG,Smoking status,4 - never smoked,510,985,51.77664975
2020_21,CCG/LHB,00T,NHS Bolton CCG,Smoking status,unknown,5,985,0.507614213
2020_21,CCG/LHB,00T,NHS Bolton CCG,Deprivation,unknown,0,985,0
